scenario,slice,metric,agent_a,agent_b,mean_a,mean_b,paired_mean_difference,ci_lower,ci_upper,p_raw,cohen_dz,n_seeds
treatment_allocation_confounding,surface_shift,fairness_gap_ses,causal_light,structural_causal,0.016862288114299528,0.012886349081679826,0.0039759390326197025,-0.00026190837946015073,0.008213786444699556,0.06494140625,0.5961024299247921,12
treatment_allocation_confounding,adversarial,success_rate,causal_light,structural_causal,0.6960000000000001,0.7139166666666666,-0.017916666666666702,-0.042205380263268685,0.006372046929935281,0.13232421875,-0.46868298943402925,12
treatment_allocation_confounding,adversarial,near_optimal_rate,causal_light,structural_causal,0.9915000000000003,0.99425,-0.0027500000000000024,-0.004815506802230077,-0.0006844931977699276,0.01953125,-0.8459263548616169,12
treatment_allocation_confounding,adversarial,avg_cost,causal_light,structural_causal,0.3794041666666666,0.28662499999999996,0.09277916666666662,0.03989749839772266,0.14566083493561058,0.00537109375,1.1147354469939026,12
treatment_allocation_confounding,adversarial,fairness_gap_ses,causal_light,structural_causal,0.050582978451983375,0.01421730465675002,0.03636567379523336,0.029441108893305444,0.043290238697161275,0.00048828125,3.3367651420699693,12
treatment_allocation_confounding,degradation,success_rate_drop,causal_light,structural_causal,0.013833333333333336,-0.010916666666666686,0.024750000000000022,0.012266598790622222,0.03723340120937782,0.0009765625,1.2597047469369165,12
treatment_allocation_confounding,degradation,fairness_gap_increase,causal_light,structural_causal,0.006416842691127276,-0.003989299143645619,0.010406141834772894,0.0004442860964516907,0.0203679975730941,0.04443359375,0.6637063673204793,12
treatment_allocation_confounding,degradation,near_optimal_rate_drop,causal_light,structural_causal,0.0043333333333333375,0.0,0.0043333333333333375,0.0009458985663363855,0.0077207681003302895,0.015625,0.8127886836118807,12
treatment_allocation_confounding,overall,success_rate,causal_light,workflow,0.7066666666666666,0.5816666666666667,0.125,0.12182893291198413,0.12817106708801587,0.00048828125,25.045578889253306,12
treatment_allocation_confounding,overall,near_optimal_rate,causal_light,workflow,0.9951944444444444,0.8769722222222222,0.11822222222222219,0.1152649670844989,0.12117947735994547,0.00048828125,25.400181205331915,12
treatment_allocation_confounding,overall,avg_cost,causal_light,workflow,0.3613125,0.5379777777777778,-0.17666527777777777,-0.18014126218159313,-0.1731892933739624,0.00048828125,-32.29236649629302,12
treatment_allocation_confounding,overall,fairness_gap_ses,causal_light,workflow,0.029540538523128174,0.030707268327268483,-0.0011667298041403093,-0.003978594740085339,0.0016451351318047204,0.42138671875,-0.26363455135297864,12
treatment_allocation_confounding,normal,success_rate,causal_light,workflow,0.7098333333333334,0.5863333333333333,0.12349999999999998,0.11736673003154971,0.12963326996845026,0.00048828125,12.793853325985449,12
treatment_allocation_confounding,normal,near_optimal_rate,causal_light,workflow,0.9958333333333332,0.8853333333333332,0.11049999999999999,0.10537748581530473,0.11562251418469524,0.00048828125,13.705838172107521,12
treatment_allocation_confounding,normal,avg_cost,causal_light,workflow,0.35870833333333324,0.5310749999999999,-0.17236666666666667,-0.17753779909523285,-0.1671955342381005,0.00048828125,-21.178447200617985,12
treatment_allocation_confounding,normal,fairness_gap_ses,causal_light,workflow,0.044166135760856096,0.03909311696198698,0.005073018798869126,0.0007197262720265492,0.009426311325711702,0.029296875,0.7404148350179928,12
treatment_allocation_confounding,surface_shift,success_rate,causal_light,workflow,0.7141666666666665,0.6024999999999999,0.11166666666666665,0.1059046508898437,0.1174286824434896,0.00048828125,12.313332318589168,12
treatment_allocation_confounding,surface_shift,near_optimal_rate,causal_light,workflow,0.99825,0.8971666666666667,0.10108333333333334,0.09764082199628323,0.10452584467038346,0.00048828125,18.656521244493465,12
treatment_allocation_confounding,surface_shift,avg_cost,causal_light,workflow,0.3458249999999999,0.5014,-0.155575,-0.15992780934162812,-0.15122219065837186,0.00048828125,-22.70892918758094,12
treatment_allocation_confounding,surface_shift,fairness_gap_ses,causal_light,workflow,0.016862288114299528,0.016275822475081157,0.0005864656392183691,-0.005795336311009383,0.006968267589446121,0.84326171875,0.05838828793575608,12
treatment_allocation_confounding,adversarial,success_rate,causal_light,workflow,0.6960000000000001,0.5561666666666667,0.13983333333333334,0.13375818094068403,0.14590848572598264,0.00048828125,14.624466274385176,12
treatment_allocation_confounding,adversarial,near_optimal_rate,causal_light,workflow,0.9915000000000003,0.8484166666666667,0.14308333333333334,0.1369622922321468,0.1492043744345199,0.00048828125,14.852181395129612,12
treatment_allocation_confounding,adversarial,avg_cost,causal_light,workflow,0.3794041666666666,0.5814583333333333,-0.20205416666666665,-0.2084663867690472,-0.1956419465642861,0.00048828125,-20.02100530683365,12
treatment_allocation_confounding,adversarial,fairness_gap_ses,causal_light,workflow,0.050582978451983375,0.05436669204382455,-0.003783713591841183,-0.008966286336234978,0.0013988591525526126,0.134765625,-0.46387326147768987,12
treatment_allocation_confounding,degradation,success_rate_drop,causal_light,workflow,0.013833333333333336,0.03016666666666663,-0.016333333333333293,-0.023172898049539068,-0.009493768617127519,0.00244140625,-1.5173048759136696,12
treatment_allocation_confounding,degradation,fairness_gap_increase,causal_light,workflow,0.006416842691127276,0.015273575081837583,-0.008856732390710309,-0.014923922654865016,-0.0027895421265556027,0.0068359375,-0.9274967562960623,12
treatment_allocation_confounding,degradation,near_optimal_rate_drop,causal_light,workflow,0.0043333333333333375,0.0369166666666667,-0.03258333333333336,-0.038052066692032406,-0.027114599974634314,0.00048828125,-3.785604628021795,12
treatment_allocation_confounding,overall,success_rate,stability_filtered,structural_causal,0.6809999999999999,0.7071666666666666,-0.026166666666666682,-0.06859750626966878,0.01626417293633541,0.21044921875,-0.39182601555787133,12
treatment_allocation_confounding,overall,near_optimal_rate,stability_filtered,structural_causal,0.9951111111111111,0.9945277777777778,0.0005833333333333338,-0.001856850252739196,0.0030235169194058635,0.6318359375,0.15188706281096195,12
treatment_allocation_confounding,overall,avg_cost,stability_filtered,structural_causal,0.3573333333333333,0.2769111111111111,0.0804222222222222,-0.005420906404208378,0.1662653508486528,0.06689453125,0.5952467367531858,12
treatment_allocation_confounding,overall,fairness_gap_ses,stability_filtered,structural_causal,0.009468123617313754,0.008826340589847057,0.0006417830274666962,-0.003072677118226122,0.004356243173159514,0.705078125,0.10977893569994392,12
treatment_allocation_confounding,normal,success_rate,stability_filtered,structural_causal,0.6785000000000001,0.703,-0.024499999999999977,-0.06753363928118708,0.01853363928118713,0.22802734375,-0.3617299768170986,12
treatment_allocation_confounding,normal,near_optimal_rate,stability_filtered,structural_causal,0.9951666666666666,0.9942500000000001,0.0009166666666666675,-0.0024175339949530092,0.0042508673282863445,0.642578125,0.1746812122282987,12
treatment_allocation_confounding,normal,avg_cost,stability_filtered,structural_causal,0.361475,0.2642,0.09727500000000001,0.013356255717591525,0.1811937442824085,0.037109375,0.736493221667522,12
